Geographic Area Name,Zone,"Earnings $1 to $9,999 or loss","Earnings $10,000 to $14,999","Earnings $15,000 to $24,999","Earnings $25,000 to $34,999","Earnings!!$35,000 to $49,999","Earnings $50,000 to $64,999","earnings $65,000 to $74,999","earnings $75,000 or more",Transportation_type
Census Tract 458,Eastchester,93,0,34,50,0,0,0,86,drove_alone
Census Tract 460,Eastchester,0,0,0,8,58,3,0,88,drove_alone
Census Tract 462.03,Co-Op City,88,0,8,0,40,12,0,320,drove_alone
Census Tract 462.04,Co-Op City,0,0,156,67,214,152,265,147,drove_alone
Census Tract 462.05,Co-Op City,108,0,0,0,119,0,0,0,drove_alone
Census Tract 462.06,Co-Op City,0,0,0,0,0,37,84,195,drove_alone
Census Tract 462.07,Co-Op City,0,0,0,177,0,283,0,241,drove_alone
Census Tract 462.08,Co-Op City,0,0,153,37,65,31,0,365,drove_alone
Census Tract 462.09,Co-Op City,0,0,108,154,103,47,39,59,drove_alone
Census Tract 484.01,Eastchester,39,20,72,114,207,243,78,177,drove_alone
Census Tract 516.01,City Island,85,16,69,34,150,247,97,352,drove_alone
Census Tract 1,Brooklyn Heights,0,0,0,14,0,41,0,74,drove_alone
Census Tract 2,Sunset Park West,17,0,0,26,32,0,0,19,drove_alone
Census Tract 3.01,Brooklyn Heights,19,0,0,24,0,0,0,15,drove_alone
Census Tract 5.01,Brooklyn Heights,20,7,0,25,5,45,12,18,drove_alone
Census Tract 5.02,Brooklyn Heights,0,0,0,0,15,60,0,21,drove_alone
Census Tract 7,Brooklyn Heights,0,0,0,0,0,0,10,53,drove_alone
Census Tract 9,Brooklyn Heights,9,0,0,0,0,0,0,89,drove_alone
Census Tract 11,Downtown Brooklyn/MetroTech,0,8,8,0,4,0,6,57,drove_alone
Census Tract 13,Downtown Brooklyn/MetroTech,0,23,0,7,12,0,0,47,drove_alone
Census Tract 15.01,Downtown Brooklyn/MetroTech,0,0,0,55,50,0,0,109,drove_alone
Census Tract 15.02,Downtown Brooklyn/MetroTech,0,0,0,0,0,8,34,13,drove_alone
Census Tract 20,Sunset Park West,0,14,37,31,18,16,0,0,drove_alone
Census Tract 21,DUMBO/Vinegar Hill,0,0,0,0,0,1,0,210,drove_alone
Census Tract 22,Sunset Park West,0,27,7,50,22,41,0,45,drove_alone
Census Tract 23,DUMBO/Vinegar Hill,0,0,80,0,0,27,0,0,drove_alone
Census Tract 29.01,Fort Greene,0,0,0,7,11,2,0,0,drove_alone
Census Tract 30,Bay Ridge,6,3,0,0,55,16,52,112,drove_alone
Census Tract 31.01,Fort Greene,26,16,12,0,0,38,0,117,drove_alone
Census Tract 33,Fort Greene,0,0,22,0,60,21,20,62,drove_alone
Census Tract 34,Bay Ridge,12,31,32,48,22,29,49,229,drove_alone
Census Tract 35,Fort Greene,38,0,7,0,12,0,0,30,drove_alone
Census Tract 36,Bay Ridge,16,0,34,33,51,71,35,108,drove_alone
Census Tract 37,Boerum Hill,8,0,0,0,0,0,26,19,drove_alone
Census Tract 38,Bay Ridge,0,0,5,15,34,18,24,136,drove_alone
Census Tract 39,Boerum Hill,0,0,0,0,0,0,0,41,drove_alone
Census Tract 41,Boerum Hill,0,0,0,35,10,14,0,103,drove_alone
Census Tract 43,Boerum Hill,0,0,0,9,13,0,0,73,drove_alone
Census Tract 44,Bay Ridge,18,6,0,5,7,28,7,181,drove_alone
Census Tract 45,Cobble Hill,12,5,0,14,0,0,0,46,drove_alone
Census Tract 46,Bay Ridge,0,10,5,7,5,27,0,82,drove_alone
Census Tract 47,Columbia Street,0,0,0,8,20,17,0,18,drove_alone
Census Tract 49,Cobble Hill,0,7,0,0,31,8,10,115,drove_alone
Census Tract 50,Bay Ridge,0,0,11,42,41,10,32,237,drove_alone
Census Tract 51,Columbia Street,0,0,0,26,24,11,28,91,drove_alone
Census Tract 52.01,Bay Ridge,21,0,15,6,15,9,0,115,drove_alone
Census Tract 52.02,Bay Ridge,10,28,0,10,21,48,40,170,drove_alone
Census Tract 53.01,Red Hook,0,6,0,16,100,29,12,139,drove_alone
Census Tract 53.02,Red Hook,0,0,0,0,0,0,0,4,drove_alone
Census Tract 54,Bay Ridge,34,0,25,11,10,16,26,137,drove_alone
Census Tract 56.01,Bay Ridge,71,0,173,73,1,64,33,127,drove_alone
Census Tract 56.02,Bay Ridge,6,6,31,40,11,10,39,152,drove_alone
Census Tract 58,Bay Ridge,16,8,52,67,38,71,43,94,drove_alone
Census Tract 59,Red Hook,17,10,2,0,18,18,22,67,drove_alone
Census Tract 60,Bay Ridge,0,10,0,57,0,51,9,39,drove_alone
Census Tract 62,Bay Ridge,9,0,26,34,35,7,0,109,drove_alone
Census Tract 63,Carroll Gardens,0,0,0,0,14,9,8,56,drove_alone
Census Tract 64,Bay Ridge,8,0,71,32,94,35,18,83,drove_alone
Census Tract 65,Carroll Gardens,0,0,17,0,0,0,0,163,drove_alone
Census Tract 66,Bay Ridge,8,8,50,0,23,44,8,114,drove_alone
Census Tract 67,Cobble Hill,21,0,0,22,0,8,9,81,drove_alone
Census Tract 68,Bay Ridge,10,9,11,85,83,49,18,144,drove_alone
Census Tract 69.01,Boerum Hill,0,0,11,22,13,0,0,103,drove_alone
Census Tract 69.02,Boerum Hill,0,0,0,10,0,14,0,32,drove_alone
Census Tract 70,Bay Ridge,0,0,23,2,17,23,10,184,drove_alone
Census Tract 71,Boerum Hill,1,0,60,12,134,0,0,38,drove_alone
Census Tract 72,Sunset Park West,9,0,25,12,20,9,6,40,drove_alone
Census Tract 74,Sunset Park West,18,9,10,44,28,68,25,94,drove_alone
Census Tract 75,Carroll Gardens,0,0,0,0,0,0,0,69,drove_alone
Census Tract 76,Sunset Park West,24,0,38,21,34,16,0,10,drove_alone
Census Tract 77,Carroll Gardens,0,0,0,0,0,19,13,38,drove_alone
Census Tract 78,Sunset Park West,0,0,54,52,110,37,0,52,drove_alone
Census Tract 80,Sunset Park West,0,0,58,29,59,111,11,70,drove_alone
Census Tract 82,Sunset Park West,0,0,0,0,11,51,0,73,drove_alone
Census Tract 84,Sunset Park West,0,21,0,208,0,0,0,8,drove_alone
Census Tract 85,Red Hook,0,43,90,116,21,0,0,0,drove_alone
Census Tract 88,Sunset Park East,0,0,21,17,0,8,0,0,drove_alone
Census Tract 90.01,Sunset Park East,0,0,19,7,16,0,0,13,drove_alone
Census Tract 90.02,Sunset Park East,9,11,0,11,23,23,10,11,drove_alone
Census Tract 92.01,Sunset Park East,11,17,37,74,0,0,0,37,drove_alone
Census Tract 92.02,Sunset Park East,0,24,46,22,11,0,0,23,drove_alone
Census Tract 94.01,Sunset Park East,0,0,93,37,0,16,22,14,drove_alone
Census Tract 94.02,Sunset Park East,53,0,77,36,18,7,0,34,drove_alone
Census Tract 96,Sunset Park East,12,19,43,165,46,25,0,89,drove_alone
Census Tract 98,Sunset Park East,30,31,60,194,23,13,9,24,drove_alone
Census Tract 100,Sunset Park East,20,105,38,0,28,9,14,27,drove_alone
Census Tract 101,Sunset Park West,79,0,7,35,35,69,23,301,drove_alone
Census Tract 102,Sunset Park East,0,24,48,20,0,33,30,53,drove_alone
Census Tract 104.01,Sunset Park East,0,0,18,11,0,26,0,0,drove_alone
Census Tract 104.02,Sunset Park East,0,0,9,0,0,0,0,8,drove_alone
Census Tract 106.01,Sunset Park East,0,71,36,17,0,49,14,22,drove_alone
Census Tract 106.02,Sunset Park East,0,0,0,0,0,34,0,0,drove_alone
Census Tract 108.01,Sunset Park East,0,0,41,25,63,23,0,52,drove_alone
Census Tract 108.02,Sunset Park East,0,0,71,10,25,0,0,9,drove_alone
Census Tract 110,Sunset Park East,14,0,14,11,10,0,18,12,drove_alone
Census Tract 112,Sunset Park East,1,53,61,55,97,12,20,73,drove_alone
Census Tract 114,Borough Park,27,11,51,11,31,50,0,20,drove_alone
Census Tract 116,Borough Park,4,0,31,0,43,0,0,6,drove_alone
Census Tract 117,Gowanus,23,9,0,0,0,10,26,32,drove_alone
Census Tract 118,Sunset Park East,0,4,46,46,0,3,13,24,drove_alone
Census Tract 119.01,Gowanus,0,0,0,0,6,0,0,24,drove_alone
Census Tract 120,Sunset Park East,3,29,25,34,0,50,0,16,drove_alone
Census Tract 121,Gowanus,7,0,0,28,11,0,16,62,drove_alone
Census Tract 122,Sunset Park West,40,0,36,0,0,36,0,15,drove_alone
Census Tract 126,Bay Ridge,10,13,23,11,56,46,10,21,drove_alone
Census Tract 127,Boerum Hill,13,0,7,10,13,17,13,49,drove_alone
Census Tract 128.01,Dyker Heights,0,7,58,55,37,32,6,33,drove_alone
Census Tract 129.01,Park Slope,0,0,0,0,0,25,0,57,drove_alone
Census Tract 129.02,Park Slope,10,0,21,0,0,9,7,53,drove_alone
Census Tract 130,Bay Ridge,27,8,7,25,35,50,26,133,drove_alone
Census Tract 131,Park Slope,0,0,0,0,19,6,0,0,drove_alone
Census Tract 132,Dyker Heights,21,21,40,2,20,20,7,73,drove_alone
Census Tract 133,Park Slope,19,0,0,0,17,0,0,67,drove_alone
Census Tract 134,Bay Ridge,47,0,34,9,29,20,94,100,drove_alone
Census Tract 135,Park Slope,0,0,0,10,12,25,53,112,drove_alone
Census Tract 136,Bay Ridge,0,0,7,22,0,24,32,213,drove_alone
Census Tract 137,Park Slope,16,0,0,28,0,0,52,74,drove_alone
Census Tract 138,Bay Ridge,0,0,27,43,49,138,118,97,drove_alone
Census Tract 139,Park Slope,0,0,0,0,30,34,10,173,drove_alone
Census Tract 140,Dyker Heights,26,26,22,0,19,21,27,80,drove_alone
Census Tract 141.01,Park Slope,0,0,0,1,20,7,15,46,drove_alone
Census Tract 141.02,Park Slope,0,0,0,0,0,0,0,8,drove_alone
Census Tract 142,Bay Ridge,0,21,24,7,24,31,28,76,drove_alone
Census Tract 143,Park Slope,0,10,0,6,50,57,79,207,drove_alone
Census Tract 145,Sunset Park West,0,7,24,0,27,40,0,128,drove_alone
Census Tract 147,Sunset Park West,34,8,3,9,0,18,29,105,drove_alone
Census Tract 148,Dyker Heights,0,0,0,4,40,3,25,76,drove_alone
Census Tract 149.01,Park Slope,0,0,0,0,0,0,8,81,drove_alone
Census Tract 149.02,Park Slope,11,0,10,30,97,0,17,98,drove_alone
Census Tract 150,Dyker Heights,10,0,33,8,72,27,0,64,drove_alone
Census Tract 151,Park Slope,1,0,47,12,0,0,0,138,drove_alone
Census Tract 152,Dyker Heights,67,22,61,80,66,43,7,154,drove_alone
Census Tract 153,Park Slope,0,0,16,0,0,18,10,38,drove_alone
Census Tract 155,Park Slope,8,7,42,9,0,10,0,71,drove_alone
Census Tract 157,Park Slope,0,0,26,0,0,0,0,18,drove_alone
Census Tract 159,Park Slope,16,0,0,10,0,0,11,212,drove_alone
Census Tract 160,Bay Ridge,47,37,24,29,36,72,17,234,drove_alone
Census Tract 161,Prospect Heights,41,0,0,42,0,20,0,66,drove_alone
Census Tract 162,Bay Ridge,0,0,16,1,74,0,0,125,drove_alone
Census Tract 163,Prospect Heights,0,0,0,0,0,8,10,49,drove_alone
Census Tract 164,Bay Ridge,0,0,0,25,66,79,0,48,drove_alone
Census Tract 165,Park Slope,14,14,0,33,0,51,0,248,drove_alone
Census Tract 166,Dyker Heights,9,32,20,47,25,59,21,205,drove_alone
Census Tract 167,Park Slope,8,0,61,15,0,0,0,128,drove_alone
Census Tract 168,Bath Beach,7,25,30,36,39,12,5,283,drove_alone
Census Tract 169,Windsor Terrace,81,0,12,0,0,35,0,197,drove_alone
Census Tract 170,Bath Beach,52,0,31,35,33,56,10,185,drove_alone
Census Tract 171,Windsor Terrace,13,20,7,12,58,65,0,138,drove_alone
Census Tract 172,Bath Beach,0,0,36,61,5,158,11,186,drove_alone
Census Tract 174,Bath Beach,21,17,61,56,62,40,48,194,drove_alone
Census Tract 176,Bath Beach,36,20,116,11,114,61,36,201,drove_alone
Census Tract 178,Bath Beach,4,40,4,28,27,56,0,107,drove_alone
Census Tract 179,Fort Greene,0,57,0,45,12,0,0,113,drove_alone
Census Tract 180,Bath Beach,33,9,67,39,18,54,31,114,drove_alone
Census Tract 181,Fort Greene,0,0,0,0,0,0,20,153,drove_alone
Census Tract 182,Bensonhurst West,10,50,11,96,121,0,0,102,drove_alone
Census Tract 183,Fort Greene,6,0,26,57,0,17,0,133,drove_alone
Census Tract 184,Bensonhurst West,16,8,25,43,12,6,12,42,drove_alone
Census Tract 185.01,Fort Greene,13,0,0,65,39,0,8,41,drove_alone
Census Tract 186,Bensonhurst West,33,32,10,30,5,5,17,68,drove_alone
Census Tract 187,Fort Greene,5,0,11,0,11,33,0,55,drove_alone
Census Tract 188,Bensonhurst West,0,9,115,48,81,148,24,185,drove_alone
Census Tract 190,Bensonhurst West,17,29,52,96,87,12,54,242,drove_alone
Census Tract 191,Clinton Hill,26,23,0,13,0,20,0,98,drove_alone
Census Tract 192,Borough Park,10,14,75,33,28,15,28,10,drove_alone
Census Tract 193,Clinton Hill,33,0,0,0,33,7,29,57,drove_alone
Census Tract 194,Dyker Heights,21,19,56,14,43,0,9,49,drove_alone
Census Tract 195,Clinton Hill,0,0,0,0,0,58,27,144,drove_alone
Census Tract 196,Dyker Heights,21,0,20,16,54,32,9,138,drove_alone
Census Tract 197,Clinton Hill,0,0,12,12,0,12,0,55,drove_alone
Census Tract 198,Dyker Heights,6,0,27,7,15,63,50,108,drove_alone
Census Tract 199,Clinton Hill,0,0,25,0,0,0,0,107,drove_alone
Census Tract 200,Dyker Heights,23,27,24,32,14,78,6,32,drove_alone
Census Tract 201,Clinton Hill,0,0,0,36,27,17,26,47,drove_alone
Census Tract 202,Dyker Heights,10,71,51,18,65,31,5,170,drove_alone
Census Tract 203,Prospect Heights,16,17,0,14,0,15,0,85,drove_alone
Census Tract 204,Dyker Heights,21,23,22,7,17,78,6,218,drove_alone
Census Tract 205,Prospect Heights,42,0,0,23,32,0,33,10,drove_alone
Census Tract 206,Dyker Heights,51,5,26,38,68,46,21,240,drove_alone
Census Tract 207,Prospect Heights,0,0,0,0,5,0,27,157,drove_alone
Census Tract 208,Dyker Heights,83,0,11,9,12,17,0,114,drove_alone
Census Tract 210,Dyker Heights,44,80,113,26,33,30,43,113,drove_alone
Census Tract 211,Fort Greene,18,45,5,19,41,25,14,91,drove_alone
Census Tract 212,Dyker Heights,64,39,27,29,7,37,71,48,drove_alone
Census Tract 213,Crown Heights South,0,0,141,35,36,19,0,36,drove_alone
Census Tract 214,Borough Park,37,7,43,0,67,14,0,17,drove_alone
Census Tract 215,Prospect Heights,0,6,9,66,0,11,101,138,drove_alone
Census Tract 216,Borough Park,18,0,8,0,18,49,10,26,drove_alone
Census Tract 217,Crown Heights North,38,0,0,0,0,0,7,76,drove_alone
Census Tract 218,Borough Park,47,0,37,9,47,10,0,15,drove_alone
Census Tract 219,Crown Heights North,19,10,24,92,11,68,0,45,drove_alone
Census Tract 220,Borough Park,10,0,28,25,39,125,0,73,drove_alone
Census Tract 221,Crown Heights North,21,25,66,32,0,35,45,20,drove_alone
Census Tract 222,Borough Park,13,12,0,8,59,10,0,51,drove_alone
Census Tract 224,Borough Park,0,15,58,8,68,18,27,86,drove_alone
Census Tract 226,Borough Park,17,0,22,20,0,55,9,22,drove_alone
Census Tract 227,Clinton Hill,0,0,23,0,0,10,29,9,drove_alone
Census Tract 228,Borough Park,33,7,0,26,26,36,10,103,drove_alone
Census Tract 229,Clinton Hill,0,0,30,0,23,0,19,137,drove_alone
Census Tract 230,Borough Park,22,0,28,0,114,16,0,25,drove_alone
Census Tract 231,Clinton Hill,0,25,44,15,24,0,8,192,drove_alone
Census Tract 232,Borough Park,34,45,43,10,73,19,0,22,drove_alone
Census Tract 233,Bedford,26,0,0,23,38,6,82,73,drove_alone
Census Tract 234,Borough Park,28,55,11,65,22,41,7,53,drove_alone
Census Tract 235,Clinton Hill,23,20,12,50,43,106,1,107,drove_alone
Census Tract 236,Borough Park,29,38,48,47,0,10,0,61,drove_alone
Census Tract 238,Borough Park,23,24,0,0,47,42,40,102,drove_alone
Census Tract 240,Borough Park,34,11,26,52,42,95,44,75,drove_alone
Census Tract 241,Bedford,46,47,22,36,0,0,11,19,drove_alone
Census Tract 242,Borough Park,13,16,36,34,11,49,25,32,drove_alone
Census Tract 243,Bedford,0,0,46,18,20,17,0,171,drove_alone
Census Tract 244,Borough Park,53,19,33,22,47,74,38,52,drove_alone
Census Tract 245,Bedford,0,13,59,74,33,0,30,197,drove_alone
Census Tract 246,Borough Park,24,1,43,29,56,20,33,110,drove_alone
Census Tract 247,Crown Heights North,40,0,0,0,42,0,0,11,drove_alone
Census Tract 248,Bensonhurst West,0,19,18,22,58,25,65,56,drove_alone
Census Tract 249,Bedford,16,0,40,0,35,0,21,40,drove_alone
Census Tract 250,Bensonhurst West,0,3,86,17,61,0,0,0,drove_alone
Census Tract 251,Bedford,0,33,39,65,12,37,0,6,drove_alone
Census Tract 252,Bensonhurst West,0,29,63,50,40,25,25,85,drove_alone
Census Tract 253,Bedford,19,31,76,0,24,0,55,7,drove_alone
Census Tract 254,Bensonhurst West,34,0,23,0,73,10,0,94,drove_alone
Census Tract 255,Bedford,40,0,0,30,76,0,39,0,drove_alone
Census Tract 256,Bensonhurst West,0,51,50,10,34,49,39,44,drove_alone
Census Tract 257,Bedford,50,15,25,13,73,8,0,76,drove_alone
Census Tract 258,Bensonhurst West,23,26,7,8,77,42,0,101,drove_alone
Census Tract 259.01,Bedford,14,9,0,14,6,0,0,17,drove_alone
Census Tract 259.02,Bedford,0,37,47,26,67,0,0,0,drove_alone
Census Tract 260,Bensonhurst West,56,16,98,12,53,23,77,32,drove_alone
Census Tract 261,Bedford,20,72,0,22,0,69,97,106,drove_alone
Census Tract 262,Bensonhurst West,26,20,54,56,53,7,8,115,drove_alone
Census Tract 263,Bedford,0,0,16,34,20,14,10,60,drove_alone
Census Tract 264,Bensonhurst West,19,13,34,40,28,21,47,62,drove_alone
Census Tract 265,Bedford,0,0,32,0,88,40,84,109,drove_alone
Census Tract 266,Bensonhurst West,31,9,39,58,67,17,51,105,drove_alone
Census Tract 267,Bedford,0,0,12,55,11,17,71,207,drove_alone
Census Tract 268,Bensonhurst West,115,25,69,75,89,41,2,125,drove_alone
Census Tract 269,Bedford,24,28,13,33,74,0,49,33,drove_alone
Census Tract 270,Bensonhurst West,14,10,9,48,14,24,6,70,drove_alone
Census Tract 271,Crown Heights North,0,16,28,0,67,0,28,165,drove_alone
Census Tract 272,Bensonhurst West,29,0,100,125,60,36,48,102,drove_alone
Census Tract 273,Stuyvesant Heights,0,17,136,46,25,110,54,62,drove_alone
Census Tract 274,Bensonhurst West,48,0,33,53,12,32,10,36,drove_alone
Census Tract 275,Stuyvesant Heights,0,21,9,47,0,28,41,86,drove_alone
Census Tract 276,Bensonhurst West,18,29,47,8,75,35,61,12,drove_alone
Census Tract 277,Stuyvesant Heights,0,48,98,41,0,138,28,211,drove_alone
Census Tract 278,Bensonhurst West,2,0,38,70,75,0,33,74,drove_alone
Census Tract 279,Stuyvesant Heights,36,0,24,69,30,36,33,181,drove_alone
Census Tract 280,Bath Beach,31,0,26,45,49,17,28,50,drove_alone
Census Tract 281,Stuyvesant Heights,0,0,55,0,55,51,15,59,drove_alone
Census Tract 282,Bath Beach,32,8,9,20,64,78,72,76,drove_alone
Census Tract 283,Stuyvesant Heights,25,41,0,59,0,0,43,112,drove_alone
Census Tract 284,Bensonhurst West,25,7,10,189,35,32,71,111,drove_alone
Census Tract 285.01,Bushwick South,4,0,0,11,5,0,0,0,drove_alone
Census Tract 285.02,Stuyvesant Heights,0,0,25,0,42,0,0,0,drove_alone
Census Tract 286,Bath Beach,127,0,61,38,99,82,30,62,drove_alone
Census Tract 287,Stuyvesant Heights,0,24,0,0,0,100,17,11,drove_alone
Census Tract 288,Bensonhurst West,39,8,22,44,26,27,0,73,drove_alone
Census Tract 289,Stuyvesant Heights,0,45,0,77,88,156,29,93,drove_alone
Census Tract 290,Bensonhurst West,14,14,97,52,66,12,48,48,drove_alone
Census Tract 291,Stuyvesant Heights,24,0,58,48,26,31,47,70,drove_alone
Census Tract 292,Bath Beach,10,0,43,12,41,27,16,41,drove_alone
Census Tract 293,Stuyvesant Heights,0,0,106,42,49,6,0,25,drove_alone
Census Tract 294,Bensonhurst West,8,25,18,10,44,42,0,54,drove_alone
Census Tract 295,Stuyvesant Heights,12,0,10,45,94,21,0,110,drove_alone
Census Tract 296,Bensonhurst West,0,30,27,34,162,11,0,36,drove_alone
Census Tract 297,Crown Heights North,0,0,35,32,29,52,0,205,drove_alone
Census Tract 298,Bensonhurst East,35,26,99,68,57,52,0,106,drove_alone
Census Tract 299,Crown Heights North,14,0,13,32,0,21,0,0,drove_alone
Census Tract 300,Bensonhurst East,8,44,24,64,60,30,31,78,drove_alone
Census Tract 301,Ocean Hill,0,0,14,45,55,0,13,179,drove_alone
Census Tract 302,Bensonhurst East,40,0,37,52,89,79,12,67,drove_alone
Census Tract 303,Ocean Hill,19,0,34,12,38,35,14,11,drove_alone
Census Tract 304,Bensonhurst East,0,40,26,76,124,50,13,120,drove_alone
Census Tract 305,Crown Heights North,40,17,172,13,46,107,0,109,drove_alone
Census Tract 306,Gravesend,15,22,70,20,62,30,13,36,drove_alone
Census Tract 307,Crown Heights North,0,65,0,0,27,47,0,56,drove_alone
Census Tract 308,Gravesend,22,0,1,12,26,24,5,82,drove_alone
Census Tract 309,Crown Heights North,0,0,32,12,80,18,0,65,drove_alone
Census Tract 311,Crown Heights North,0,0,0,8,15,73,30,104,drove_alone
Census Tract 313,Crown Heights North,99,0,30,0,0,96,0,91,drove_alone
Census Tract 314.01,Gravesend,64,23,176,47,130,59,103,348,drove_alone
Census Tract 315,Crown Heights North,46,0,20,18,0,19,0,188,drove_alone
Census Tract 317.01,Crown Heights North,0,19,0,0,9,199,11,16,drove_alone
Census Tract 317.02,Crown Heights North,0,56,0,0,33,24,44,93,drove_alone
Census Tract 319,Crown Heights South,0,52,0,64,16,31,0,24,drove_alone
Census Tract 321,Crown Heights South,11,0,0,20,34,21,0,23,drove_alone
Census Tract 323,Crown Heights South,48,10,10,0,0,0,14,283,drove_alone
Census Tract 325,Crown Heights South,0,0,64,138,0,0,22,24,drove_alone
Census Tract 326,Coney Island,94,0,25,43,24,46,0,62,drove_alone
Census Tract 327,Prospect-Lefferts Gardens,0,6,9,0,78,0,0,67,drove_alone
Census Tract 328,Coney Island,51,49,43,11,30,30,18,48,drove_alone
Census Tract 329,Prospect-Lefferts Gardens,31,0,127,0,74,26,0,52,drove_alone
Census Tract 330,Coney Island,0,24,24,16,124,14,27,0,drove_alone
Census Tract 331,Crown Heights South,11,0,50,0,0,75,4,47,drove_alone
Census Tract 333,Crown Heights South,12,34,28,45,57,41,0,43,drove_alone
Census Tract 335,Crown Heights South,52,7,0,28,16,0,23,93,drove_alone
Census Tract 336,Coney Island,90,105,121,49,158,101,31,504,drove_alone
Census Tract 337.01,Crown Heights North,0,76,16,0,23,160,32,57,drove_alone
Census Tract 337.02,Crown Heights North,0,0,0,33,32,22,0,109,drove_alone
Census Tract 339,Crown Heights North,41,0,18,28,0,25,16,191,drove_alone
Census Tract 340,Coney Island,0,17,0,27,25,0,0,0,drove_alone
Census Tract 341,Crown Heights North,0,0,0,0,0,23,0,56,drove_alone
Census Tract 342,Coney Island,0,0,103,41,16,26,48,76,drove_alone
Census Tract 343,Crown Heights North,18,18,33,0,0,0,24,0,drove_alone
Census Tract 345,Crown Heights North,0,0,0,15,0,50,24,86,drove_alone
Census Tract 347,Crown Heights North,13,0,7,0,16,17,0,110,drove_alone
Census Tract 348,Coney Island,0,23,15,22,111,0,0,31,drove_alone
Census Tract 349.01,Crown Heights North,0,30,0,0,62,0,0,0,drove_alone
Census Tract 349.02,Crown Heights North,0,0,0,98,14,29,20,29,drove_alone
